t; x; y; theta
57381515.116001; 0.00; 0.00; 90.50
57399786.374001; 0.00; 0.00; 90.50
57429021.652999; 0.00; 0.00; 90.50
57447417.610001; 0.00; 0.00; 90.50
57467540.755000; 0.00; 0.00; 90.50
57486202.545000; 0.00; 0.00; 90.50
57496771.324000; 0.00; 0.00; 90.50
57534900.716001; 0.00; 0.00; 90.50
57552209.487000; 0.00; 0.00; 90.50
57568665.174000; 0.00; 0.00; 90.50
57586523.039001; 0.00; 0.00; 90.50
57603050.291000; 0.00; 0.00; 90.50
57624833.983000; 0.00; 0.00; 90.50
57638452.802000; 0.00; 0.00; 90.50
57654045.816000; 0.00; 0.00; 90.50
57669308.452001; 0.00; 0.00; 90.50
57685725.445001; 0.00; 0.00; 90.50
57704353.648001; 0.00; 0.00; 90.50
57721365.416000; 0.00; 0.00; 90.50
57734226.735001; 0.00; 0.00; 90.50
57742782.186000; 0.00; 0.00; 90.50
57758683.013000; 0.00; 0.00; 90.50
57774645.207001; 0.00; 0.00; 90.50
57801949.561001; 0.00; 0.00; 90.50
57826094.271001; 0.00; 0.00; 90.50
57843825.890000; 0.00; 0.00; 90.50
57855837.423000; 0.00; 0.00; 90.50
57872322.553000; 0.00; 0.00; 90.50
57889652.001000; 0.00; 0.00; 90.50
57904961.661000; 0.00; 0.00; 90.50
57920008.372000; 0.00; 0.00; 90.50
57935726.543000; 0.00; 0.00; 90.50
57951945.460001; 0.00; 0.00; 90.50
57980536.320001; 0.00; 0.00; 90.50
57989233.988001; 0.00; 0.00; 90.50
58004957.923000; 0.00; 0.00; 90.50
58016558.840001; 0.00; 0.00; 90.50
58034550.983001; 0.00; 0.00; 90.50
58048873.527000; 0.00; 0.00; 90.50
58066454.593000; 0.00; 0.00; 90.50
58079749.379001; 0.00; 0.00; 90.50
58097862.224000; 0.00; 0.00; 90.50
58115287.041000; 0.00; 0.00; 90.50
58129160.706000; 0.00; 0.00; 90.50
58147462.064000; 0.00; 0.00; 90.50
58163084.689000; 0.00; 0.00; 90.50
58175845.209000; 0.00; 0.00; 90.50
58191855.378001; 0.00; 0.00; 90.50
58210421.886001; 0.00; 0.00; 90.50
58224119.971001; 0.00; 0.00; 90.50
58241932.464001; 0.00; 0.00; 90.50
58257520.763000; 0.00; 0.00; 90.50
58273831.264000; 0.00; 0.00; 90.50
58288936.654000; 0.00; 0.00; 90.50
58306587.965000; 0.00; 0.00; 90.50
58323374.762001; 0.00; 0.00; 90.50
58342371.566000; 0.00; 0.00; 90.50
58355330.588000; 0.00; 0.00; 90.50
58369479.732000; 0.00; 0.00; 90.50
58384449.183001; 0.00; 0.00; 90.50
58400528.663000; 0.00; 0.00; 90.50
58433185.560000; 0.00; 0.00; 90.50
58450207.828000; 0.00; 0.00; 90.50
58465773.186001; 0.00; 0.00; 90.50
58482120.149000; 0.00; 0.00; 90.50
58497540.333000; 0.00; 0.00; 90.50
58516473.848000; 0.00; 0.00; 90.50
58533651.168000; 0.00; 0.00; 90.50
58546439.235001; 0.00; 0.00; 90.50
58563933.181000; 0.00; 0.00; 90.50
58580506.307000; 0.00; 0.00; 90.50
58594553.427001; 0.00; 0.00; 90.50
58612489.249001; 0.00; 0.00; 90.50
58625692.551001; 0.00; 0.00; 90.50
58641872.476001; 0.00; 0.00; 90.50
58657610.935000; 0.00; 0.00; 90.50
58675599.209001; 0.00; 0.00; 90.50
58695019.034000; 0.00; 0.00; 90.50
58706998.277000; 0.00; 0.00; 90.50
58721677.089000; 0.00; 0.00; 90.50
58738331.488001; 0.00; 0.00; 90.50
58754653.886001; 0.00; 0.00; 90.50
58770329.035000; 0.00; 0.00; 90.50
58786153.833000; 0.00; 0.00; 90.50
58808871.552000; 0.00; 0.00; 90.50
58822540.918000; 0.00; 0.00; 90.50
58835902.526001; 0.00; 0.00; 90.50
58851558.158001; 0.00; 0.00; 90.50
58867666.775001; 0.00; 0.00; 90.50
58883649.517000; 0.00; 0.00; 90.50
58897683.924001; 0.00; 0.00; 90.50
58916921.141000; 0.00; 0.00; 90.50
58932959.756001; 0.00; 0.00; 90.50
58946619.318001; 0.00; 0.00; 90.50
58972983.315001; 0.00; 0.00; 90.50
58991749.548000; 0.00; 0.00; 90.50
59003682.551001; 0.00; 0.00; 90.50
59018166.220000; 0.00; 0.00; 90.50
59028425.650001; 0.00; 0.00; 90.50
