t; x; y; theta
5624163.647000; 0.00; 0.00; 0.00
5642407.277000; 0.00; 0.00; 0.00
5655833.143999; 0.00; 0.00; 0.00
5672176.249000; 0.00; 0.00; 0.00
5689990.941000; 0.00; 0.00; 0.00
5706230.976000; 0.00; 0.00; 0.00
5720966.450999; 0.00; 0.00; 0.00
5737879.610000; 0.00; 0.00; 0.00
5751721.553000; 0.00; 0.00; 0.00
5768926.250000; 0.00; 0.00; 0.00
5787905.798999; 0.00; 0.00; 0.00
5800000.271999; 0.00; 0.00; 0.00
5816368.043000; 0.00; 0.00; 0.00
5831793.732999; 0.00; 0.00; 0.00
5848590.754000; 0.00; 0.00; 0.00
5863773.421999; 0.00; 0.00; 0.00
5881197.263999; 0.00; 0.00; 0.00
5897249.754000; 0.00; 0.00; 0.00
5912121.749999; 0.00; 0.00; 0.00
5941190.080000; 0.00; 0.00; 0.00
5955019.803999; 0.00; 0.00; 0.00
5968369.795001; 0.00; 0.00; 0.00
5983633.318999; 0.00; 0.00; 0.00
6002530.023999; 0.00; 0.00; 0.00
6015609.652999; 0.00; 0.00; 0.00
6025250.729999; 0.00; 0.00; 0.00
6040370.467000; 0.00; 0.00; 0.00
6058154.152999; 0.00; 0.00; 0.00
6075696.547999; 0.00; 0.00; 0.00
6089659.693000; 0.00; 0.00; 0.00
6104157.439000; 0.00; 0.00; 0.00
6121192.831999; 0.00; 0.00; 0.00
6135916.236999; 0.00; 0.00; 0.00
6154068.878000; 0.00; 0.00; 0.00
6167685.910001; 0.00; 0.00; 0.00
6184947.374000; 0.00; 0.00; 0.00
6201626.681001; 0.00; 0.00; 0.00
6215754.871000; 0.00; 0.00; 0.00
6232707.257999; 0.00; 0.00; 0.00
6247793.839000; 0.00; 0.00; 0.00
6265193.329000; 0.00; 0.00; 0.00
6279868.595000; 0.00; 0.00; 0.00
6311425.655000; -0.00; -0.00; 1.10
6321931.427999; -0.00; -0.00; 1.99
6330049.521999; -0.00; -0.00; 2.72
6344223.017999; -0.00; -0.00; 3.66
6366330.768000; -0.00; -0.00; 5.78
6378269.573000; -0.00; -0.00; 6.68
6395279.882999; -0.00; -0.00; 8.19
6407990.434999; -0.00; -0.00; 9.30
6423648.030001; -0.00; -0.00; 10.56
6440366.654000; -0.00; -0.00; 11.97
6461521.624000; -0.00; -0.00; 13.48
6476002.275000; -0.00; -0.00; 15.06
6492919.287000; -0.00; -0.00; 16.48
6507427.618000; -0.00; -0.00; 17.73
6522771.077999; -0.00; -0.00; 19.02
6537698.045001; -0.00; -0.00; 20.24
6552409.266000; -0.00; -0.00; 21.53
6572849.697999; -0.00; -0.00; 23.21
6586733.561000; -0.00; -0.00; 24.41
6599949.028999; -0.00; -0.00; 25.53
6615956.268001; -0.00; -0.00; 26.80
6634376.714001; -0.00; -0.00; 28.35
6647595.111999; -0.00; -0.00; 29.53
6663790.171000; -0.00; -0.00; 30.83
6679974.806000; -0.00; -0.00; 32.29
6697225.743999; -0.01; -0.00; 33.77
6711820.568000; -0.01; -0.00; 35.00
6729332.708999; -0.01; -0.00; 36.48
6744160.848001; -0.01; -0.00; 37.76
6760495.327999; -0.01; -0.00; 39.13
6779546.755999; -0.01; -0.00; 40.74
6799963.109999; -0.01; -0.00; 42.39
6814001.063000; -0.01; -0.00; 43.67
6827355.166000; -0.01; -0.00; 44.80
6839999.710000; -0.01; -0.00; 45.83
6856014.003000; -0.01; -0.00; 47.22
6873249.400000; -0.01; -0.00; 48.67
6891519.470000; -0.01; -0.00; 50.08
6908504.886000; -0.01; -0.00; 51.65
6932682.671000; -0.01; -0.00; 53.71
6943710.679999; -0.01; -0.00; 54.55
6959312.202999; -0.01; -0.00; 55.92
6969749.165998; -0.01; -0.00; 56.67
6984990.360999; -0.01; -0.00; 58.13
7003484.273000; -0.01; -0.00; 59.61
7018000.050000; -0.01; -0.00; 60.93
7035444.093999; -0.01; -0.00; 62.41
7049315.431001; -0.01; -0.01; 63.57
7064163.294999; -0.01; -0.01; 64.78
7080153.832999; -0.01; -0.01; 66.17
7095806.238999; -0.01; -0.01; 67.45
7112180.316000; -0.01; -0.01; 68.90
7128377.380000; -0.01; -0.01; 70.26
7144912.661000; -0.01; -0.01; 71.67
7161046.283999; -0.01; -0.01; 72.88
7177676.778999; -0.01; -0.01; 74.44
7191785.880000; -0.01; -0.01; 75.56
7207682.141999; -0.01; -0.01; 76.91
7225616.944000; -0.01; -0.01; 78.51
7239765.254998; -0.01; -0.01; 79.60
7255808.472999; -0.01; -0.01; 80.99
7272977.569000; -0.01; -0.01; 82.51
7288780.565001; -0.01; -0.01; 83.83
7316945.044000; -0.01; -0.01; 85.00
7326898.474000; -0.01; -0.01; 85.05
7343349.999001; -0.01; -0.01; 85.17
7356862.888000; -0.01; -0.01; 85.26
7369776.414000; -0.01; -0.01; 85.35
7385539.247000; -0.01; -0.01; 85.46
7400872.091001; -0.01; -0.01; 85.55
7415992.572000; -0.01; -0.01; 85.66
7434065.657000; -0.01; -0.01; 85.78
7447687.636000; -0.01; -0.01; 85.87
7465973.934000; -0.01; -0.01; 86.00
7481674.952000; -0.01; -0.01; 86.10
7498256.503000; -0.01; -0.01; 86.22
7511819.330998; -0.01; -0.01; 86.29
7532869.146000; -0.01; -0.01; 86.44
7545027.996000; -0.01; -0.01; 86.53
7561551.356999; -0.01; -0.01; 86.64
7575994.379000; -0.01; -0.01; 86.74
7591787.539001; -0.01; -0.01; 86.84
7607787.438999; -0.01; -0.01; 86.94
7626030.522000; -0.01; -0.01; 87.07
7639820.348000; -0.01; -0.01; 87.17
7657234.733000; -0.01; -0.01; 87.29
7671794.014999; -0.01; -0.01; 87.37
7688990.311000; -0.01; -0.01; 87.50
7704085.166999; -0.01; -0.01; 87.60
7721206.335000; -0.01; -0.01; 87.71
7735928.863999; -0.01; -0.01; 87.81
7751970.412999; -0.01; -0.01; 87.92
7769037.789000; -0.01; -0.01; 88.04
7787595.447000; -0.01; -0.01; 88.16
7811907.761999; -0.01; -0.01; 88.33
7824091.995998; -0.01; -0.01; 88.41
7838995.857000; -0.01; -0.01; 88.51
7850945.077000; -0.01; -0.01; 88.59
7863656.829999; -0.01; -0.01; 88.67
7881776.790000; -0.01; -0.01; 88.80
7897697.863000; -0.01; -0.01; 88.91
7915492.288000; -0.01; -0.01; 89.03
7942707.572000; -0.01; -0.01; 89.21
7955511.913000; -0.01; -0.01; 89.30
7968561.596999; -0.01; -0.01; 89.39
7984794.992001; -0.01; -0.01; 89.49
8000332.802999; -0.01; -0.01; 89.60
8010639.059999; -0.01; -0.01; 89.66
8023908.888000; -0.01; -0.01; 89.76
8043281.820001; -0.01; -0.01; 89.86
8057734.797999; -0.01; -0.01; 89.99
8071746.856999; -0.01; -0.01; 90.08
8089451.912999; -0.01; -0.01; 90.20
8106853.026000; -0.01; -0.01; 90.32
8123010.555000; -0.01; -0.01; 90.43
8135950.512001; -0.01; -0.01; 90.51
8157733.902000; -0.01; -0.01; 90.66
8167643.569999; -0.01; -0.01; 90.72
8185248.509998; -0.01; -0.01; 90.84
8199807.179000; -0.01; -0.01; 90.94
8216944.522999; -0.01; -0.01; 91.06
8236346.042000; -0.01; -0.01; 91.19
8250777.401999; -0.01; -0.01; 91.28
8263901.474000; -0.01; -0.01; 91.38
8282070.603000; -0.01; -0.01; 91.50
8301411.503000; -0.01; -0.01; 91.61
8318107.155999; -0.01; -0.01; 91.59
8331634.865001; -0.01; -0.01; 91.58
8343917.776999; -0.01; -0.01; 91.57
8359598.471999; -0.01; -0.01; 91.56
8376623.842999; -0.01; -0.01; 91.55
8394072.126000; -0.01; -0.01; 91.53
8409072.776999; -0.01; -0.01; 91.52
8425556.763000; -0.01; -0.01; 91.51
8439639.361999; -0.01; -0.01; 91.50
8456816.959000; -0.01; -0.01; 91.48
8472577.120999; -0.01; -0.01; 91.47
8489223.897999; -0.01; -0.01; 91.46
8508653.002000; -0.01; -0.01; 91.44
8528786.922999; -0.01; -0.01; 91.42
8540056.474999; -0.01; -0.01; 91.42
8552136.044000; -0.01; -0.01; 91.41
8568122.629000; -0.01; -0.01; 91.39
8583766.608999; -0.01; -0.01; 91.38
8599874.784999; -0.01; -0.01; 91.37
8615802.275001; -0.01; -0.01; 91.36
8632188.903999; -0.01; -0.01; 91.35
8647615.825001; -0.01; -0.01; 91.33
8663819.220999; -0.01; -0.01; 91.32
8683780.389999; -0.01; -0.01; 91.30
8699143.433998; -0.01; -0.01; 91.29
8713005.490999; -0.01; -0.01; 91.28
8727734.558001; -0.01; -0.01; 91.27
8746166.847999; -0.01; -0.01; 91.25
8761639.177000; -0.01; -0.01; 91.24
8776527.577999; -0.01; -0.01; 91.23
8807818.511001; -0.01; -0.01; 91.20
8825532.832999; -0.01; -0.01; 91.19
8841619.118000; -0.01; -0.01; 91.18
8856076.693000; -0.01; -0.01; 91.17
8874735.764998; -0.01; -0.01; 91.15
8889450.942999; -0.01; -0.01; 91.14
8906099.881000; -0.01; -0.01; 91.13
8930220.308998; -0.01; -0.01; 91.11
8945257.933998; -0.01; -0.01; 91.09
8964247.128999; -0.01; -0.01; 91.08
8980175.237000; -0.01; -0.01; 91.07
8998315.497000; -0.01; -0.01; 91.05
9011283.122999; -0.01; -0.01; 91.04
9026355.370000; -0.01; -0.01; 91.03
9037169.393999; -0.01; -0.01; 91.02
9050675.526999; -0.01; -0.01; 91.01
9067878.727999; -0.01; -0.01; 91.00
9083934.877000; -0.01; -0.01; 90.98
9097380.476000; -0.01; -0.01; 90.97
9114812.355999; -0.01; -0.01; 90.96
9128607.143999; -0.01; -0.01; 90.95
9145792.410999; -0.01; -0.01; 90.94
9161669.605000; -0.01; -0.01; 90.92
9177696.375000; -0.01; -0.01; 90.91
9193860.760999; -0.01; -0.01; 90.90
9209778.905000; -0.01; -0.01; 90.88
9226673.985999; -0.01; -0.01; 90.87
9242094.765000; -0.01; -0.01; 90.86
9255911.074999; -0.01; -0.01; 90.85
9273488.602000; -0.01; -0.01; 90.83
9288195.555000; -0.01; -0.01; 90.82
9330376.393999; -0.01; -0.01; 90.81
9345471.336000; -0.01; -0.01; 90.81
9363046.009999; -0.01; -0.01; 90.81
9379709.546000; -0.01; -0.01; 90.81
9395691.905000; -0.01; -0.01; 90.81
9417936.645000; -0.01; -0.01; 90.81
9432013.237000; -0.01; -0.01; 90.81
9446238.721001; -0.01; -0.01; 90.81
9459068.968999; -0.01; -0.01; 90.81
9473565.312000; -0.01; -0.01; 90.81
9491326.809999; -0.01; -0.01; 90.81
9507345.898999; -0.01; -0.01; 90.81
9528097.630000; -0.01; -0.01; 90.81
9546661.874999; -0.01; -0.01; 90.81
9560561.808998; -0.01; -0.01; 90.81
9569385.507998; -0.01; -0.01; 90.81
9585352.216000; -0.01; -0.01; 90.81
9602346.749000; -0.01; -0.01; 90.81
9617724.205000; -0.01; -0.01; 90.81
9636917.735999; -0.01; -0.01; 90.81
9650806.398000; -0.01; -0.01; 90.81
9665310.357000; -0.01; -0.01; 90.81
9683509.610999; -0.01; -0.01; 90.81
9697512.753999; -0.01; -0.01; 90.81
9715136.547000; -0.01; -0.01; 90.81
9732617.305999; -0.01; -0.01; 90.81
9749141.596999; -0.01; -0.01; 90.81
9767855.368000; -0.01; -0.01; 90.81
9781526.985000; -0.01; -0.01; 90.81
9803039.358999; -0.01; -0.01; 90.81
9812648.892000; -0.01; -0.01; 90.81
9827615.664001; -0.01; -0.01; 90.81
9846882.539999; -0.01; -0.01; 90.81
9866221.250000; -0.01; -0.01; 90.81
9880194.353000; -0.01; -0.01; 90.81
9891270.085999; -0.01; -0.01; 90.81
9907626.591998; -0.01; -0.01; 90.81
9932982.112999; -0.01; -0.01; 90.81
9957334.240000; -0.01; -0.01; 90.81
9973573.739000; -0.01; -0.01; 90.81
9989305.695999; -0.01; -0.01; 90.81
10007516.835999; -0.01; -0.01; 90.81
10026711.971001; -0.01; -0.01; 90.81
10042678.723999; -0.01; -0.01; 90.81
10056830.527999; -0.01; -0.01; 90.81
10071195.668000; -0.01; -0.01; 90.81
10084866.500999; -0.01; -0.01; 90.81
10100960.981999; -0.01; -0.01; 90.81
10119341.256001; -0.01; -0.01; 90.81
10136298.865000; -0.01; -0.01; 90.81
10150547.478001; -0.01; -0.01; 90.81
10167794.553999; -0.01; -0.01; 90.81
10180980.724999; -0.01; -0.01; 90.81
10197014.919000; -0.01; -0.01; 90.81
10212910.842999; -0.01; -0.01; 90.81
10234118.415999; -0.01; -0.01; 90.81
10247116.605000; -0.01; -0.01; 90.81
10262614.473000; -0.01; -0.01; 90.81
10276941.451000; -0.01; -0.01; 90.81
10295188.194999; -0.01; -0.01; 90.81
10338125.125999; -0.01; -0.01; 90.81
10354637.740000; -0.01; -0.01; 90.81
10371719.073000; -0.01; -0.01; 90.81
10386522.577001; -0.01; -0.01; 90.81
10403352.833000; -0.01; -0.01; 90.81
10418024.497999; -0.01; -0.01; 90.81
10434288.747999; -0.01; -0.01; 90.81
10450782.297999; -0.01; -0.01; 90.81
10467790.508000; -0.01; -0.01; 90.81
10485198.508999; -0.01; -0.01; 90.81
10500989.422000; -0.01; -0.01; 90.81
10515514.925999; -0.01; -0.01; 90.81
10532764.067000; -0.01; -0.01; 90.81
10548158.731998; -0.01; -0.01; 90.81
10563524.957000; -0.01; -0.01; 90.81
10586816.699000; -0.01; -0.01; 90.81
10599851.912998; -0.01; -0.01; 90.81
10611997.837999; -0.01; -0.01; 90.81
10626062.598000; -0.01; -0.01; 90.81
10642206.059999; -0.01; -0.01; 90.81
10659131.886999; -0.01; -0.01; 90.81
10674997.713000; -0.01; -0.01; 90.81
10692968.118999; -0.01; -0.01; 90.81
10707823.985000; -0.01; -0.01; 90.81
10724612.521000; -0.01; -0.01; 90.81
10739779.254000; -0.01; -0.01; 90.81
10758700.714999; -0.01; -0.01; 90.81
10773314.375999; -0.01; -0.01; 90.81
10786868.216001; -0.01; -0.01; 90.81
10808988.216000; -0.01; -0.01; 90.81
10822970.584000; -0.01; -0.01; 90.81
10839069.460000; -0.01; -0.01; 90.81
10853073.689000; -0.01; -0.01; 90.81
10867513.904000; -0.01; -0.01; 90.81
10882099.901000; -0.01; -0.01; 90.81
10900508.080000; -0.01; -0.01; 90.81
10916642.550999; -0.01; -0.01; 90.81
10941226.126999; -0.01; -0.01; 90.81
10966888.770999; -0.01; -0.01; 90.81
10982413.076999; -0.01; -0.01; 90.81
10998911.487999; -0.01; -0.01; 90.81
11015808.689000; -0.01; -0.01; 90.81
11034559.465999; -0.01; -0.01; 90.81
11048506.847000; -0.01; -0.01; 90.81
11064643.756999; -0.01; -0.01; 90.81
11078818.259000; -0.01; -0.01; 90.81
11093475.346001; -0.01; -0.01; 90.81
11112787.386999; -0.01; -0.01; 90.81
11128260.038000; -0.01; -0.01; 90.81
11144637.281000; -0.01; -0.01; 90.81
11158940.842000; -0.01; -0.01; 90.81
11174080.021999; -0.01; -0.01; 90.81
11189346.777999; -0.01; -0.01; 90.81
11206039.843000; -0.01; -0.01; 90.81
11221815.446000; -0.01; -0.01; 90.81
11239563.384001; -0.01; -0.01; 90.81
11254205.322001; -0.01; -0.01; 90.81
11270478.650000; -0.01; -0.01; 90.81
11287803.174000; -0.01; -0.01; 90.81
11308825.704000; -0.01; -0.01; 90.81
11330110.046000; -0.01; -0.01; 90.81
11342768.091998; -0.01; -0.01; 90.81
11356312.179999; -0.01; -0.01; 90.81
11366824.834000; -0.01; -0.01; 90.81
11381379.753000; -0.01; -0.01; 90.81
11398116.881001; -0.01; -0.01; 90.81
11413225.608999; -0.01; -0.01; 90.81
11429719.278999; -0.01; -0.01; 90.81
11446361.381999; -0.01; -0.01; 90.81
11461392.081999; -0.01; -0.01; 90.81
11480340.061000; -0.01; -0.01; 90.81
11495281.011999; -0.01; -0.01; 90.81
11509133.457999; -0.01; -0.01; 90.81
11526811.510000; -0.01; -0.01; 90.81
11541527.535999; -0.01; -0.01; 90.81
11557736.965000; -0.01; -0.01; 90.81
11574524.606999; -0.01; -0.01; 90.81
11589084.004999; -0.01; -0.01; 90.81
11606830.570999; -0.01; -0.01; 90.81
11623716.279000; -0.01; -0.01; 90.81
11639224.115001; -0.01; -0.01; 90.81
11656058.679000; -0.01; -0.01; 90.81
11672151.729001; -0.01; -0.01; 90.81
11686621.504999; -0.01; -0.01; 90.81
11702130.350000; -0.01; -0.01; 90.81
11717421.044001; -0.01; -0.01; 90.81
11734865.024000; -0.01; -0.01; 90.81
11753902.946999; -0.01; -0.01; 90.81
11772851.387999; -0.01; -0.01; 90.81
11788654.499000; -0.01; -0.01; 90.81
11805265.165999; -0.01; -0.01; 90.81
11819874.047000; -0.01; -0.01; 90.81
11829148.559000; -0.01; -0.01; 90.81
11846833.145000; -0.01; -0.01; 90.81
11863371.556999; -0.01; -0.01; 90.81
11877532.680999; -0.01; -0.01; 90.81
11894635.110000; -0.01; -0.01; 90.81
11910443.190000; -0.01; -0.01; 90.81
11935440.687999; -0.01; -0.01; 90.81
11948926.829000; -0.01; -0.01; 90.81
11972516.607000; -0.01; -0.01; 90.81
11985193.979999; -0.01; -0.01; 90.81
11996921.931001; -0.01; -0.01; 90.81
12010179.809000; -0.01; -0.01; 90.81
12028142.139999; -0.01; -0.01; 90.81
12038100.128000; -0.01; -0.01; 90.81
12054269.052999; -0.01; -0.01; 90.81
12069849.691999; -0.01; -0.01; 90.81
12086879.092999; -0.01; -0.01; 90.81
12102482.492001; -0.01; -0.01; 90.81
12117358.723999; -0.01; -0.01; 90.81
12133482.042000; -0.01; -0.01; 90.81
12150846.077000; -0.01; -0.01; 90.81
12168729.425000; -0.01; -0.01; 90.81
12181420.638999; -0.01; -0.01; 90.81
12198305.280001; -0.01; -0.01; 90.81
12213257.276000; -0.01; -0.01; 90.81
12229278.765000; -0.01; -0.01; 90.81
12245949.255999; -0.01; -0.01; 90.81
12264180.930000; -0.01; -0.01; 90.81
12278747.684000; -0.01; -0.01; 90.81
12297468.233000; -0.01; -0.01; 90.81
12321105.488999; -0.01; -0.01; 90.81
12330026.305000; -0.01; -0.01; 90.81
12342902.568000; -0.01; -0.01; 90.81
12358577.900001; -0.01; -0.01; 90.81
12376051.205999; -0.01; -0.01; 90.81
12392572.440000; -0.01; -0.01; 90.81
12405912.497999; -0.01; -0.01; 90.81
12421527.610999; -0.01; -0.01; 90.81
12438574.636000; -0.01; -0.01; 90.81
12455018.254999; -0.01; -0.01; 90.81
12469816.252000; -0.01; -0.01; 90.81
12488353.181999; -0.01; -0.01; 90.81
12501250.412999; -0.01; -0.01; 90.81
12518375.231998; -0.01; -0.01; 90.81
12533669.262001; -0.01; -0.01; 90.81
12549341.375999; -0.01; -0.01; 90.81
12571935.775998; -0.01; -0.01; 90.81
12582281.617000; -0.01; -0.01; 90.81
12600397.206000; -0.01; -0.01; 90.81
12614259.835999; -0.01; -0.01; 90.81
12629303.776000; -0.01; -0.01; 90.81
12645741.352000; -0.01; -0.01; 90.81
12661701.109000; -0.01; -0.01; 90.81
12677223.950999; -0.01; -0.01; 90.81
12693666.252000; -0.01; -0.01; 90.81
12709293.178000; -0.01; -0.01; 90.81
12726474.921999; -0.01; -0.01; 90.81
12743428.342000; -0.01; -0.01; 90.81
12757259.129999; -0.01; -0.01; 90.81
12774634.584001; -0.01; -0.01; 90.81
12791497.750000; -0.01; -0.01; 90.81
12811393.052000; -0.01; -0.01; 90.81
12826212.669001; -0.01; -0.01; 90.81
12840579.598000; -0.01; -0.01; 90.81
12854057.450000; -0.01; -0.01; 90.81
12870514.173000; -0.01; -0.01; 90.81
12886923.502999; -0.01; -0.01; 90.81
12901120.552000; -0.01; -0.01; 90.81
12917714.013000; -0.01; -0.01; 90.81
12944538.555999; -0.01; -0.01; 90.81
12955575.674999; -0.01; -0.01; 90.81
12965383.639001; -0.01; -0.01; 90.81
12984294.945999; -0.01; -0.01; 90.81
12997198.990999; -0.01; -0.01; 90.81
13015434.952999; -0.01; -0.01; 90.81
13029779.040000; -0.01; -0.01; 90.81
13046295.150000; -0.01; -0.01; 90.81
13063054.572000; -0.01; -0.01; 90.81
13077367.337000; -0.01; -0.01; 90.81
13094092.971000; -0.01; -0.01; 90.81
13110726.969000; -0.01; -0.01; 90.81
13127302.466001; -0.01; -0.01; 90.81
13141416.322000; -0.01; -0.01; 90.81
13157307.327999; -0.01; -0.01; 90.81
13176207.319000; -0.01; -0.01; 90.81
13190589.464000; -0.01; -0.01; 90.81
13205322.526000; -0.01; -0.01; 90.81
13222248.780999; -0.01; -0.01; 90.81
13240542.555999; -0.01; -0.01; 90.81
13253618.598001; -0.01; -0.01; 90.81
13271601.106000; -0.01; -0.01; 90.81
13286572.591000; -0.01; -0.01; 90.81
13312837.348000; -0.01; -0.01; 90.81
13323483.837999; -0.01; -0.01; 90.81
13337222.650000; -0.01; -0.01; 90.81
13350266.314999; -0.01; -0.01; 90.81
13365189.245000; -0.01; -0.01; 90.81
13385437.442999; -0.01; -0.01; 90.81
13398919.687000; -0.01; -0.01; 90.81
13414329.457998; -0.01; -0.01; 90.81
13429307.245000; -0.01; -0.01; 90.81
13446826.065999; -0.01; -0.01; 90.81
13466499.014999; -0.01; -0.01; 90.81
13480128.810999; -0.01; -0.01; 90.81
13495633.799001; -0.01; -0.01; 90.81
13511310.988998; -0.01; -0.01; 90.81
13525315.068000; -0.01; -0.01; 90.81
13543204.722000; -0.01; -0.01; 90.81
13559388.702999; -0.01; -0.01; 90.81
13573150.958000; -0.01; -0.01; 90.81
13589444.461999; -0.01; -0.01; 90.81
13607019.410999; -0.01; -0.01; 90.81
13622521.260000; -0.01; -0.01; 90.81
13641225.580998; -0.01; -0.01; 90.81
13653632.052000; -0.01; -0.01; 90.81
13669503.802999; -0.01; -0.01; 90.81
13685819.156000; -0.01; -0.01; 90.81
13701917.462000; -0.01; -0.01; 90.81
13718577.907001; -0.01; -0.01; 90.81
13733842.700999; -0.01; -0.01; 90.81
13750061.589998; -0.01; -0.01; 90.81
13767959.135000; -0.01; -0.01; 90.81
13781863.304999; -0.01; -0.01; 90.81
13797360.074999; -0.01; -0.01; 90.81
13824653.905000; -0.01; -0.01; 90.81
13835295.292999; -0.01; -0.01; 90.81
13847489.679999; -0.01; -0.01; 90.81
13862164.134000; -0.01; -0.01; 90.81
13878974.506000; -0.01; -0.01; 90.81
13893704.643999; -0.01; -0.01; 90.81
13912021.296999; -0.01; -0.01; 90.81
13932285.563000; -0.01; -0.01; 90.81
13946589.293000; -0.01; -0.01; 90.81
13960501.530998; -0.01; -0.01; 90.81
13976515.847000; -0.01; -0.01; 90.81
13990991.207000; -0.01; -0.01; 90.81
14008623.058000; -0.01; -0.01; 90.81
14021709.386999; -0.01; -0.01; 90.81
14039371.786000; -0.01; -0.01; 90.81
14054026.800000; -0.01; -0.01; 90.81
14069324.421000; -0.01; -0.01; 90.81
14090221.475000; -0.01; -0.01; 90.81
14111483.210000; -0.01; -0.01; 90.81
14122206.431000; -0.01; -0.01; 90.81
14139868.885000; -0.01; -0.01; 90.81
14152431.082999; -0.01; -0.01; 90.81
14167112.147999; -0.01; -0.01; 90.81
14195601.802999; -0.01; -0.01; 90.81
14207755.961000; -0.01; -0.01; 90.81
14217799.139000; -0.01; -0.01; 90.81
14231127.695999; -0.01; -0.01; 90.81
14246165.169999; -0.01; -0.01; 90.81
14265384.658999; -0.01; -0.01; 90.81
14280435.319999; -0.01; -0.01; 90.81
14300713.117000; -0.01; -0.01; 90.81
14326910.673000; -0.01; -0.01; 90.81
14345248.272999; -0.01; -0.01; 90.81
14359104.815999; -0.01; -0.01; 90.81
14377309.098000; -0.01; -0.01; 90.81
14396524.338999; -0.01; -0.01; 90.81
14409325.278000; -0.01; -0.01; 90.81
14428928.417999; -0.01; -0.01; 90.81
14439793.518001; -0.01; -0.01; 90.81
14462229.430999; -0.01; -0.01; 90.81
14478107.200000; -0.01; -0.01; 90.81
14494511.630999; -0.01; -0.01; 90.81
14507835.996999; -0.01; -0.01; 90.81
14529521.598999; -0.01; -0.01; 90.81
14547335.171999; -0.01; -0.01; 90.81
14560310.356999; -0.01; -0.01; 90.81
14575783.608999; -0.01; -0.01; 90.81
14590970.752998; -0.01; -0.01; 90.81
14609375.914001; -0.01; -0.01; 90.81
14639388.489000; -0.01; -0.01; 90.81
14653766.860999; -0.01; -0.01; 90.81
14673715.593000; -0.01; -0.01; 90.81
14689214.358999; -0.01; -0.01; 90.81
14703970.888000; -0.01; -0.01; 90.81
14722252.527999; -0.01; -0.01; 90.81
14741661.579000; -0.01; -0.01; 90.81
14750491.987999; -0.01; -0.01; 90.81
14764952.374000; -0.01; -0.01; 90.81
14781929.864000; -0.01; -0.01; 90.81
14797691.507999; -0.01; -0.01; 90.81
14825977.657000; -0.01; -0.01; 90.81
14845921.140999; -0.01; -0.01; 90.81
